Country Name,Year,Population_Total,Population_Density,Population_65_Plus_Pct,Air_Transport_Passengers,Urban_Population_Pct,Adj_PopDensity,AirTransportPerCapita,PCA_Development,Cluster_DBSCAN
Afghanistan,2019,37856121.0,58.0410606687825,2.37615338349114,1066747.35619248,25.754,1494.7894764638245,0.02817899267049786,-1.8554574878593761,0
Albania,2019,2854191.0,104.167554744526,14.2480986631067,307741.0,61.229,6378.075209452582,0.10782074500269954,0.7759999675813315,2
Algeria,2019,43294546.0,18.1776961381175,5.77497798452489,6752002.0,73.189,1330.4074026526816,0.1559550249123758,0.9846168845390648,1
Andorra,2019,76474.0,162.710638297872,13.8257043289506,5538226.1,87.984,14315.93279999997,72.4197256583937,1.5952474034954927,-1
Angola,2019,32375632.0,25.969063928772,2.70797798313284,1436959.0,66.177,1718.554743614345,0.04438396754695013,-1.9754785884193977,0
Antigua and Barbuda,2019,91364.0,207.645454545455,9.47314846738577,526333.995080553,24.506,5088.55950909092,5.760846669153638,1.3429963169293104,1
Argentina,2019,44973465.0,16.4335255363231,11.6325391913594,19461377.0,91.991,1511.7364476118983,0.4327302110255458,1.5003271806069396,1
Armenia,2019,2962500.0,104.056902002107,12.0453317121053,193668.0,63.219,6578.373287671202,0.06537316455696203,1.0483670799054063,1
Australia,2019,25334826.0,3.29365056253104,15.9450637793133,76850596.719,86.124,283.66236104742325,3.033397455305199,2.1353655050327434,2
Austria,2019,8879920.0,107.609306834707,18.9402993578561,46476602.0,58.515,6296.75858943288,5.233898728817377,1.9734846433411477,2
Azerbaijan,2019,10024283.0,121.280071139933,6.62764113456588,2585280.0,56.031,6795.443666041586,0.25790173721152926,0.7648743229509456,1
Bahamas,2019,394675.0,39.4280719280719,10.8243628610412,1856546.0,83.132,3277.7344755244735,4.703986824602521,1.2982388272621332,1
Bahrain,2019,1483756.0,1902.25128205128,3.00446835284136,6440562.0,89.394,170049.85110769214,4.340715050183453,1.5972373472681936,-1
Bangladesh,2019,164913055.0,1266.90523930245,5.66255837053046,6260241.0,37.405,47388.59047610814,0.03796085761676054,-0.12788744900410404,1
Barbados,2019,281207.0,653.96976744186,14.2956713458923,2033146.0,31.158,20376.390013953474,7.230068952764333,1.323669716227427,-1
Belarus,2019,9419758.0,46.4107506220284,15.3719450417652,3208254.0,79.044,3668.491372167613,0.34058773059774994,1.4813660352185267,2
Belgium,2019,11488980.0,376.761985964452,19.029838081816,14279187.0,98.041,36938.12186594083,1.2428594183295645,2.129167884587221,2
Belize,2019,385829.0,16.9149057430951,4.37513040120157,1278187.556,45.866,775.8190668127999,3.312834328160921,0.7423849148562016,1
Benin,2019,12726755.0,112.865865555161,3.03327124628391,899.0,47.861,5401.87319133556,7.06385877625522e-05,-2.138192580930057,0
Bermuda,2019,64107.0,1187.16666666667,18.2327982903583,2033146.0,100.0,118716.66666666699,31.714882930101236,1.1703651229552592,-1
Bhutan,2019,764824.0,20.0530676455165,5.92796512661737,276092.0,41.612,834.4482508652326,0.3609876259113208,0.30202095007742497,1
Bolivia,2019,11671386.0,10.7739185821102,5.69637597867023,4066959.0,69.773,751.728621229575,0.34845553047427275,0.34604015884321304,1
Bosnia and Herzegovina,2019,3345533.0,65.34244140625,19.6456887437667,5375.0,48.626,3177.3415558203124,0.0016066199317119275,0.9265237998371143,-1
Botswana,2019,2332083.0,4.11498067863004,3.84555352446718,254439.0,70.172,288.7564241808272,0.10910374973789526,0.1788440421203206,1
Brazil,2019,207455459.0,24.8207686159839,9.27307434876159,102917546.0,86.824,2155.0384143141864,0.4960946629030379,1.287495142796406,1
British Virgin Islands,2019,36395.0,242.633333333333,8.05066699638682,2033146.0,48.116,11674.545466666652,55.863332875394974,1.168780481975346,-1
Brunei,2019,437810.0,83.0759013282732,4.97590847160694,1234455.0,77.942,6475.101901328269,2.81961353098376,1.4080014810070487,1
Bulgaria,2019,6616726.0,60.9499447310243,21.4794589439076,832828.0,75.347,4592.395485648488,0.12586708290474777,1.3462828101559605,2
Burkina Faso,2019,20961952.0,76.6153216374269,2.55918669789944,185841.0,29.98,2296.9273426900586,0.008865634269174931,-2.129602550686983,0
Burundi,2019,12255336.0,477.232710280374,2.40126821487113,441598.5,13.366,6378.692405607479,0.03603316139190309,-1.9065728135361433,0
Cambodia,2019,16481304.0,93.3679129843644,5.27307790694231,1429503.73046387,23.805,2222.623168592794,0.08673486821575951,-0.7067442317680367,0
Cameroon,2019,25506095.0,53.9571724736096,2.78429920377855,83882.0,56.968,3073.832201476592,0.0032887041313066543,-1.3403447627854599,0
Canada,2019,37618495.0,4.19587500655283,17.5318595224519,93352000.0,81.482,341.8882872839377,2.4815453143460418,2.1909940660988734,2
Cape Verde,2019,514104.0,127.569230769231,5.81429049375224,675482.0,43.777,5584.598215384625,1.3139014674073728,-1.3831004068457768,0
Cayman Islands,2019,67327.0,280.529166666667,7.16354508592392,2033146.0,100.0,28052.916666666697,30.19807803704309,0.9948777088095754,-1
Chad,2019,16685223.0,13.2506535895807,2.04845628973613,28332.0,23.279,308.4619649118491,0.0016980294479732156,-3.2413754282814478,-1
Chile,2019,19197744.0,25.84400416762,12.3260602912509,21197759.0,87.643,2265.04605726272,1.1041796890301276,1.6851820594424196,1
China,2019,1407745000.0,149.948179684945,12.0613659717192,659629070.0,60.308,9043.074820439662,0.4685714174086926,1.1886777945954308,1
Colombia,2019,49907985.0,44.9824109959441,8.19032265077422,37031843.0,81.104,3648.2534614150504,0.7420023669559089,1.1702006835781402,1
Comoros,2019,786578.0,422.664159054272,4.45791771445426,441598.5,29.164,12326.577534658789,0.561417303814752,-0.8230065424348408,0
Costa Rica,2019,4999553.0,97.9152565609087,10.105472418687,2033146.0,80.076,7840.662084371324,0.40666555590069753,1.5142901239834552,1
Cote d'Ivoire,2019,28193009.0,88.6572610062893,2.48842186373225,748540.0,51.239,4542.709396701257,0.02655055372060499,-1.5320837439718529,0
Croatia,2019,3949390.0,70.5701879779859,21.1822163945349,2108591.0,57.242,4039.5787002358684,0.5339029571655369,1.641812408862981,2
Cuba,2019,11202846.0,107.927225433526,15.3697053690774,457130.0,77.109,8322.160425953756,0.040804809777801106,1.2382911502697767,2
Cyprus,2019,1286671.0,139.250108225108,13.3825533556934,395436.0,66.805,9302.603479978341,0.3073326436983502,1.7933407438137803,2
Czechia,2019,10671870.0,138.226810266108,19.9485877378936,5446163.2,73.921,10217.86404168097,0.5103288552053201,1.844878963414827,2
Denmark,2019,5814422.0,145.36055,19.7143802297606,5538226.1,87.994,12790.8562367,0.952498133090443,2.0046756779091788,2
Djibouti,2019,1088709.0,46.9676013805004,4.4058145932476,441598.5,77.915,3659.480661561689,0.4056166523836948,-1.2088294014183325,0
Dominica,2019,67880.0,90.5066666666667,11.9680909834194,2033146.0,70.786,6406.604906666669,29.9520624631703,0.7845852203481443,-1
Dominican Republic,2019,10894043.0,226.026774543851,6.58282666119334,113752.0,81.828,18495.31890737424,0.010441669819001081,0.9918337498484551,1
Ecuador,2019,17340021.0,69.8180906748269,7.40791180679909,4827978.0,63.986,4467.380349919474,0.2784297666075491,1.0112240490796567,1
El Salvador,2019,6222318.0,300.304922779923,7.62636268560709,2609917.0,72.746,21845.98191254828,0.4194444899794578,0.7494970263360745,1
Equatorial Guinea,2019,1670177.0,59.5428520499109,3.44128197191076,425475.0,72.627,4324.418715828879,0.2547484488171014,-1.5535816417107018,0
Eritrea,2019,3240194.0,26.7606490641362,4.06758052141323,101357.3758656,40.712,1089.4795446991131,0.031281267685083054,-2.0563420962734975,0
Estonia,2019,1326898.0,31.0385497076023,19.8965346883511,857.0,69.051,2143.2428958596465,0.0006458672784192907,1.7184462767441393,2
Eswatini,2019,1179874.0,68.5973255813954,3.79565953652678,52744.0,23.981,1645.0324647674431,0.0447030784643106,-0.6715305441268383,0
Ethiopia,2019,115737383.0,102.552159549746,3.03819036170098,12631216.0,21.225,2176.669586443359,0.10913687239670868,-2.2871985695968085,0
Fiji,2019,914899.0,50.0765736179529,5.8208579193671,1700293.0,56.75,2841.8455528188274,1.858448856103242,0.29819297804254274,1
Finland,2019,5521606.0,18.1673609054717,22.061393842071,14610547.0,85.446,1552.328319928935,2.646068372136657,2.07491295142577,2
France,2019,67382061.0,125.024698023935,20.4100888765873,71289277.0,80.709,10090.61835281377,1.0579859971929324,1.9214740542884194,2
Gabon,2019,2267706.0,8.80081499592502,3.99260397789748,77320.0,89.741,789.7939385493072,0.03409613062716243,-0.0903900437117841,1
Gambia,2019,2456844.0,242.771146245059,2.71508895151666,109542.145080475,43.777,10627.792469169948,0.04458652852215078,-1.3831004068457768,0
Georgia,2019,3720161.0,65.0855698239966,14.7044720808539,509913.0,59.039,3842.586956838935,0.1370674548762809,1.0368215921031763,2
Germany,2019,83092962.0,237.822954291766,21.6283933065816,109633750.727,77.376,18401.788911279687,1.319410791096844,2.20459089814548,2
Ghana,2019,31258945.0,137.382028101418,3.43641156155462,597343.0,56.707,7790.52266754711,0.019109506094975373,-0.7106119217602155,0
Gibraltar,2019,35494.0,3549.4,17.46069758269,5538226.1,100.0,354940.0,156.03274074491463,1.8244961372622275,-1
Greece,2019,10721582.0,83.1775174553918,22.1273853041386,16124738.33,79.388,6603.2967557486445,1.5039514066114497,1.7003907536553104,2
Greenland,2019,56225.0,0.136983798270191,8.58444476142928,5538226.1,87.052,11.924713607016667,98.50113116940862,1.8244961372622275,-1
Grenada,2019,115981.0,341.120588235294,10.7581812616667,2033146.0,36.396,12415.424929411762,17.529991981445235,1.0174292604264759,-1
Guam,2019,161808.0,299.644444444444,10.3310713932562,348267.8505667015,94.859,28423.97235555551,2.1523524829841634,0.31096545187691493,-1
Guatemala,2019,17103803.0,159.609957073535,4.46874605807685,107350.0,51.439,8210.176581905567,0.006276381925119226,0.019220385340310626,1
Guinea,2019,13034346.0,53.0455233599219,3.45692449778455,441598.5,36.5,1936.1616026371494,0.03387960546697165,-1.8339546109272544,0
Guinea-Bissau,2019,1967696.0,69.9749644381223,2.98298111090331,441598.5,43.777,3063.29401820768,0.22442414885226172,-2.1250461438643455,0
Guyana,2019,807665.0,4.10294640589281,5.79881510279633,28697.0,26.689,109.50353662687321,0.03553082032773489,0.834761212816385,1
Haiti,2019,11105163.0,402.944956458636,4.37038159637999,2033146.0,56.192,22642.282993323675,0.18308114883140392,-1.3232882691612822,0
Honduras,2019,9943633.0,88.8697202609706,3.88983564207188,321243.0,57.73,5130.448950665832,0.03230640149329727,0.13743342017892096,1
Hungary,2019,9694824.0,106.233004602235,19.6029229874294,39803373.0,71.644,7610.957381722525,4.105631314194048,1.5703642810234897,2
Iceland,2019,360563.0,3.5759496181692,14.299299000969,4656017.0,93.855,335.6207514132703,12.913185767813115,2.2800139117037386,-1
India,2019,1389030312.0,467.185182245332,6.22347304109804,167499116.0,34.472,16104.807602361085,0.12058708478350327,0.15445392479957765,1
Indonesia,2019,272489381.0,145.132688936836,6.48567879421327,91323153.0,55.985,8125.253590128763,0.33514389685519524,0.015090059796128362,1
Iran,2019,87051648.0,53.6527876733436,7.01598841078797,21641449.393,75.391,4044.937315481048,0.24860470640372023,1.1423061074578997,1
Iraq,2019,41192171.0,94.8844148066247,3.31720320491488,5434292.0,70.678,6706.240669702621,0.13192536028266147,0.24579783104648495,1
Ireland,2019,4976456.0,72.237712294963,14.2437778846663,170161848.0,63.405,4580.232148062129,34.19337938484737,1.819008340341817,-1
Israel,2019,9054000.0,418.391866913124,11.8854991652299,7068458.0,92.501,38701.666081330884,0.7807000220896841,1.9486015208691447,-1
Italy,2019,59729081.0,201.980545589195,23.104171093177,27760301.0,70.736,14287.295872797298,0.46477026827183227,1.9192039097710945,2
Jamaica,2019,2823271.0,260.689843028624,6.94823486657852,180951.272,55.985,14594.720861957516,0.06409277465748063,0.8221128117407447,1
Japan,2019,126633000.0,347.415637860082,28.6287707536412,130233352.0,91.698,31857.319160493793,1.028431388342691,1.8820135584529314,-1
Jordan,2019,10671891.0,120.187073450909,3.77701553656163,3478444.0,91.203,10961.421659943253,0.3259444835034391,0.7510278835251013,1
Kazakhstan,2019,19209555.0,7.11544060451161,7.48037890518547,7656866.0,57.54,409.42245238359806,0.3985967400077722,1.4549845091518947,1
Kenya,2019,51202827.0,88.4453894988127,2.74689322576961,6417534.056,27.507,2432.867328943841,0.12533554164890154,-1.4747844183269267,0
Kiribati,2019,123921.0,152.988888888889,3.89281837952558,65846.852,54.835,8389.145722222229,0.5313615287158754,-1.1541147088851962,0
Kuwait,2019,4442316.0,249.288215488215,3.60361384527711,7385299.0,100.0,24928.8215488215,1.6624884407142582,1.4418085063581414,-1
Kyrgyzstan,2019,6590211.0,34.3598070907195,5.17384800051124,867935.0,56.7855,1951.1388255500522,0.13170063902354567,0.8010507357397737,1
Laos,2019,7237636.0,31.3589081455806,4.17749001037701,979307.0,35.645,1117.7882808492207,0.13530757833082516,-0.6690263145544787,0
Latvia,2019,1913822.0,30.755491989008,20.4072272200842,4976410.0,68.222,2098.2011744741035,2.600247044918493,1.5246938076136132,2
Lebanon,2019,5794594.0,566.431476050831,8.77970915650001,3164358.0,88.758,50275.32495131965,0.5460879571545478,1.0817979509763498,-1
Lesotho,2019,2209405.0,72.7735507246377,3.77981769304005,441598.5,28.585,2080.231947463769,0.19987213752118782,-1.0899072562135887,0
Liberia,2019,5043721.0,52.3642130398671,3.21013029964686,441598.5,51.615,2702.7788560527406,0.08755410935696087,-1.5898650827573952,0
Libya,2019,6951033.0,3.95048308080521,4.62502513115857,1367458.0,80.393,317.5911863151732,0.19672730657443288,0.6426263114606292,1
Liechtenstein,2019,38563.0,241.01875,18.2791363163372,5538226.1,14.371,3463.68045625,143.61502217151155,1.9378049205556716,-1
Lithuania,2019,2811089.0,44.8912328329607,19.8571907989029,40944.0,67.855,3046.0946038805487,0.014565173852553228,1.487878386488914,2
Luxembourg,2019,620001.0,240.827591028798,14.4700667405182,2114417.0,91.223,21969.015336420038,3.410344499444356,1.985547939401774,2
Madagascar,2019,28219554.0,48.5038741835682,3.09198189312276,544458.0,37.861,1836.4051804640756,0.019293642982451106,-3.0382511105547017,-1
Malawi,2019,19025752.0,201.800509121765,2.76517585218182,7117.0,17.174,3465.7219436571922,0.00037407194207093625,-1.1107595932277776,0
Malaysia,2019,33440596.0,101.782364936844,6.48232176367792,63623130.0,76.607,7797.241630716809,1.9025716527301129,1.2530812156877638,1
Maldives,2019,487731.0,1625.77,3.83285048520598,1221786.67512409,40.238,65417.73326,2.5050420726262836,0.7976601572527674,-1
Mali,2019,21068405.0,17.2664953818668,2.52301022604725,0.0,43.136,744.8075447922064,0.0,-1.906654562597811,0
Malta,2019,503912.0,1574.725,18.5815714000859,2382607.8,94.678,149091.81355,4.72822199114131,1.8757713773317197,-1
Marshall Islands,2019,44007.0,244.483333333333,3.57333575721768,21500.0,77.417,18927.166216666643,0.4885586383984366,0.3662084705045857,1
Mauritania,2019,4467708.0,4.33463471427185,3.29913011324822,386621.0,54.507,236.2679343708157,0.0865367656077792,-1.5179010096411882,0
Mauritius,2019,1265985.0,633.943415122684,10.8947577102786,1726868.0,40.766,25843.337260891334,1.3640509168750026,1.014078596843812,1
Mexico,2019,125762982.0,64.6945559299365,7.33464157467799,69937838.0,80.444,5204.288857227812,0.5561082990223626,1.1087839295378705,1
Moldova,2019,2664224.0,92.756093569939,13.8014600191097,1408166.0,42.726,3963.0968538692136,0.5285463985010269,0.7167975080928655,2
Monaco,2019,38109.0,18800.6906758757,36.2853919021753,316.0,100.0,1880069.06758757,0.008292004513369545,1.9478661718859083,-1
Mongolia,2019,3267673.0,2.09835043390369,4.17415725035646,744413.0,68.543,143.82723379106062,0.22781135076857445,0.34930855850497944,1
Montenegro,2019,626753.0,46.5987360594796,16.2013123164339,597380.0,67.15,3129.1051263940553,0.9531346479394595,1.2908503037497823,2
Morocco,2019,36210898.0,81.1357786242438,6.72020202315888,9380951.0,62.994,5111.067238655613,0.25906430158125326,0.06604236297012205,1
Mozambique,2019,29884380.0,38.0024670006867,2.80919999009516,587364.0,36.528,1388.1541146010836,0.019654548630421646,-2.3233575011960177,0
Myanmar,2019,52640713.0,80.6507017006282,6.31825313612298,3701663.849,30.852,2488.2354488677815,0.0703194094084554,-0.705278996545716,0
Namibia,2019,2650494.0,3.21939292351419,3.57099401639958,212578.0,51.042,164.32425360201128,0.08020316212751283,-0.06949684880819725,1
Nauru,2019,11587.0,579.35,2.04108052127384,50668.0,100.0,57935.0,4.372831621644947,0.18198249182164028,-1
Nepal,2019,28414064.0,198.214607603767,6.04820039203474,1659671.0,20.153,3994.618987038716,0.05841019433193365,-0.5188674256979706,0
Netherlands,2019,17344874.0,515.143272943273,19.0648534024819,46358457.951,91.876,47329.303344936154,2.672746884814499,2.0860580776513546,2
New Zealand,2019,4979200.0,18.9100300026585,15.3016117661383,17763604.459,86.615,1637.892248680266,3.5675619495099613,2.041477572749016,2
Nicaragua,2019,6483657.0,53.8778211733422,5.11546955676403,2033146.0,58.76,3165.8607721455874,0.31358012923879225,0.06018364304100881,1
Niger,2019,22947757.0,18.1161735217494,2.5107464204291,14713.0,16.517,299.2248380587348,0.0006411519870983469,-2.9660942843588165,-1
Nigeria,2019,209485641.0,230.009377779242,2.97488504235954,6539048.35309011,51.157,11766.58973905268,0.03121478074523547,-1.5303572899277105,0
North Korea,2019,26037632.0,216.241441740719,10.9247931815613,109095.0,62.134,13435.945741117835,0.0041898971457926745,0.7471689831942308,1
Norway,2019,5347896.0,14.6479975020132,17.3948556308139,5538226.1,82.616,1210.1589616263225,1.035589716030379,2.180056301585588,2
Oman,2019,4591241.0,14.8343812600969,2.61074293420886,11239996.0,85.443,1267.4940380064593,2.4481389672204097,1.2593665772742033,1
Pakistan,2019,230800899.0,299.399256693649,3.98447495645256,7420378.249,36.907,11049.928366792503,0.03215056042307703,-0.9303428241755668,0
Palau,2019,17798.0,38.6913043478261,9.09371839532532,348267.8505667015,80.47,3113.489260869566,19.5678082125352,0.9467505602283934,-1
Panama,2019,4234700.0,57.0868158533297,8.06954352497892,12497758.0,68.059,3885.271600161766,2.9512735258696012,1.270648934665517,1
Papua New Guinea,2019,9609010.0,21.2185001987369,3.05067327435397,2029701.0,13.25,281.14512763326394,0.21122894033828668,-3.1105326950534216,-1
Paraguay,2019,6515058.0,16.3983337528316,6.03178053058008,632389.0,61.879,1014.7124942914666,0.09706575137166852,0.9926369411716724,1
Peru,2019,32449303.0,25.35101796875,8.60697377690978,18820572.0,78.099,1979.8891523414063,0.5799992683972287,0.9031193181679518,1
Philippines,2019,110804683.0,371.615799711574,4.51942674426754,47776892.0,47.149,17521.313340601006,0.4311811622618874,0.2731503505158677,1
Poland,2019,37965475.0,124.025595374212,17.5584217024462,10225516.0,60.037,7446.124669481566,0.2693372333679481,1.4250207693104147,2
Portugal,2019,10286263.0,112.288582794065,22.3900784021367,22047878.978,65.764,7384.54635886889,2.1434294435209367,1.8260620734137372,2
Qatar,2019,2638657.0,229.648128807659,1.17212029932225,32953297.0,99.188,22778.33860017408,12.488662603741222,1.5163753445257397,-1
Republic of Congo,2019,5616661.0,16.4470307467057,2.72775052651388,541787.136860717,67.373,1108.0858024978031,0.0964607151581192,-1.1584511145271446,0
Romania,2019,19371648.0,84.1952712100139,18.604236526527,5630289.0,54.084,4553.617048122392,0.2906458448966242,1.4849183132940074,2
Russia,2019,145453291.0,8.88162945666663,15.063299330246,108857906.0,74.587,662.4540962843939,0.7484045582715623,1.4127164877943996,2
Rwanda,2019,12776103.0,517.880137819214,3.35702522122747,1561562.21422701,17.313,8966.058826064052,0.12222523677423468,-1.3095064142627835,0
Samoa,2019,209780.0,75.4604316546763,5.17090564139966,74867.0,18.056,1362.5135539568353,0.3568834016588807,0.21495237254539634,1
San Marino,2019,34663.0,577.716666666667,19.6534210602257,5538226.1,97.368,56251.116400000035,159.77342122724517,1.6832862412458085,-1
Sao Tome and Principe,2019,213392.0,222.283333333333,3.82254255079853,41933.0,73.598,16359.60876666664,0.19650689810302166,-0.014508598919579658,1
Senegal,2019,16352922.0,84.9370072196541,3.51051951175819,457722.0,47.653,4047.503205038177,0.027990227067676347,-1.1350128835593993,0
Serbia,2019,6945235.0,79.4104161902584,21.0643608505556,2469081.0,56.26,4467.6300148639375,0.3555071930611419,1.326060103838488,2
Seychelles,2019,97625.0,212.228260869565,7.36545956030786,414088.0,57.119,12122.266032608683,4.241618437900128,1.2237372235576875,1
Sierra Leone,2019,7731991.0,107.120961485176,3.13516272846153,441598.5,42.484,4550.926927736217,0.057113167876165404,-2.4560890123636705,0
Singapore,2019,5703569.0,7965.87849162011,10.9750531897302,43050722.0,100.0,796587.849162011,7.548032118135153,2.1488652670175563,-1
Slovakia,2019,5430798.0,112.953369384359,14.6624290456748,12928.0,53.729,6068.871583652224,0.002380497304447707,1.700042227743199,2
Slovenia,2019,2088385.0,103.711934605987,19.8516683589804,869640.1,54.822,5685.6956789694195,0.4164175188004127,1.9653088282808153,2
Solomon Islands,2019,728147.0,26.014540907467,3.7418955238434,229670.648,24.21,629.8120353697761,0.31541796917380693,-1.5856630748271388,0
Somalia,2019,12751429.0,69.28614500975885,2.51777325278675,441598.5,45.554,3156.261049774555,0.0346312950493627,-1.9596126949101955,0
South Korea,2019,51764822.0,530.377274590164,15.0634884441589,92434079.0,81.43,43188.62146987706,1.7856543387708355,2.1144066098823564,2
Spain,2019,47118501.0,94.3181087826492,19.3818276285973,88237165.272,80.565,7598.738434074133,1.8726649489974225,1.9344240535769346,2
Sri Lanka,2019,21803000.0,352.431694638296,10.3754608627101,5582446.0,18.585,6549.943044852731,0.25604026968765764,0.4709180013117045,-1
Sudan,2019,45548175.0,24.3833913276231,2.9179533217527,530001.0,34.936,851.8581594218407,0.011636053475249009,-1.2063022047683643,0
Suriname,2019,605768.0,3.77407650640365,6.77123915426368,236601.0,66.095,249.44758669074926,0.390580222131245,0.7722433537636259,1
Sweden,2019,10278887.0,25.2378879395011,19.9506621429353,50957868.602,87.708,2213.5646753977626,4.957527853161534,2.093079135974823,2
Switzerland,2019,8575280.0,217.042781721823,18.582145616847,30339654.0,73.849,16028.392387374906,3.538036542247017,2.172626217435198,2
Tajikistan,2019,9529966.0,68.6646444268319,3.18626005591206,539094.616,27.309,1875.1627746523525,0.056568367190397116,-0.04396009718684889,1
Tanzania,2019,59174891.0,66.8038959132987,3.00234097600619,1498093.0,34.5,2304.7344090088054,0.025316362644419572,-1.902249688886572,0
Thailand,2019,71522271.0,139.995441288731,12.3287535151114,76344410.0,50.692,7096.648909808352,1.0674215028770548,1.4362742404043631,1
Togo,2019,8463068.0,155.599705828277,2.99903061159381,633629.0,42.248,6573.776371833046,0.0748698935185207,-1.8347500378309523,0
Tonga,2019,105669.0,146.7625,6.23547949029758,348267.8505667015,23.107,3391.2410874999996,3.2958374789834437,0.5106676739377153,1
Tunisia,2019,11875081.0,76.4358972708548,7.94574369640089,4335325.0,69.254,5293.491629595778,0.36507750978709114,0.7019290557899799,1
Turkey,2019,82579440.0,107.297584553617,8.52263227141434,111131475.0,56.7855,6092.946987669418,1.3457523446514048,0.8010507357397737,1
Turkmenistan,2019,6803944.0,14.4786329878918,3.72875616489817,2081424.32,52.048,753.5838897537924,0.30591438142348026,0.9703466887205032,1
Tuvalu,2019,10581.0,352.7,5.61856157263019,348267.8505667015,63.215,22295.930500000002,32.91445520902575,0.05200135624186889,-1
Uganda,2019,42999637.0,214.440639337722,2.0364020510638,19822.5,24.361,5223.988414906245,0.00046099226372538915,-1.2342655708221506,0
Ukraine,2019,44957458.0,77.5931273731446,16.7162998851047,7604522.332,69.473,5390.627337994474,0.169149295140308,1.20647669319927,2
United Kingdom,2019,66631000.0,275.414376059191,18.457958087858,142392528.0,83.652,23038.963386103445,2.1370312317089644,2.1143077162864414,2
United States,2019,330226227.0,36.1004771837305,15.6728852475003,926737000.0,82.459,2976.8092480932332,2.8063700706606807,2.023606327916364,2
Uruguay,2019,3397206.0,19.4103873842989,15.1266239266362,2033146.0,95.426,1852.2556265341068,0.5984759240387542,1.5785680113161293,2
Uzbekistan,2019,32964701.0,74.8253929702307,5.19811024525901,3685192.0,50.433,3773.6690436676445,0.11179206509411385,0.877406470929734,1
Vanuatu,2019,291985.0,23.9528301886792,4.00620580886999,466865.053133403,25.394,608.2581698113196,1.598935058764673,-0.7160372786529853,0
Venezuela,2019,28938098.0,32.8077750694405,7.84708794613938,1516839.0,88.24,2894.9580721274297,0.05241667921644332,0.6755529999918187,1
Vietnam,2019,97173776.0,310.034412897339,7.25022977006795,53227026.0,36.628,11355.940475603733,0.5477509281928079,0.6639508493372891,1
Yemen,2019,34085182.0,64.5589370608179,2.59535360556385,336310.0,37.273,2406.3052610678656,0.009866750894860998,-1.5542262599520569,0
Zambia,2019,18513839.0,24.9046113076582,1.78700911823288,17505.6896363636,44.072,1097.5960295511122,0.0009455461742085799,-1.3479454761816525,0
Zimbabwe,2019,15271368.0,39.4762000775494,3.53424144890757,282539.0,32.21,1271.5284044978662,0.01850122398988748,-1.1411437128621191,0
